iter,learning_rate,min_data_in_leaf,max_depth,lambda_l2,max_bin,bagging_fraction,feature_fraction,num_leaves,val_score,test_score,test_log_loss,test_f1_score,test_rmse,current_best_test_score,current_best_test_log_loss,current_best_test_f1_score,current_best_test_rmse,try_num_leaves,joint_tuning_depth_leaves,fold,method,task_id,classification
134,0.75139617658162,1,10,0.0,10000,1.0,1.0,1024,0.21291273180994022,0.8454600611727185,,,0.2077524507633426,0.8544819635063258,,,0.20159706298597949,False,True,4,gp_bo,361102,0
0,0.7395841263488222,259,-1,42.523560617673674,8786,0.5288636757601453,0.603911375078521,816,0.24510494332649296,0.7730837552375358,,,0.25174368297301464,0.7730837552375358,,,0.25174368297301464,True,False,4,gp_bo,361102,0
1,0.5551419516673266,452,-1,8.723353723321038,9019,0.9435045734263235,0.6126189613643631,992,0.2685318753706501,0.7286044410617005,,,0.2753132771436911,0.7730837552375358,,,0.25174368297301464,True,False,4,gp_bo,361102,0
2,0.07373735681833242,422,-1,27.4121931350318,2334,0.9347436656166002,0.5981749587195563,410,0.4692459038468199,0.17314648889245954,,,0.4805516526066017,0.7730837552375358,,,0.25174368297301464,True,False,4,gp_bo,361102,0
3,0.22798383844100686,992,-1,99.59696310203068,4200,0.8923758731372775,0.9469531983100306,713,0.398948927893814,0.40746184529241225,,,0.40680281359549425,0.7730837552375358,,,0.25174368297301464,True,False,4,gp_bo,361102,0
4,0.140946083465436,69,-1,34.8129126984259,5280,0.6272712809713231,0.5480594419981999,515,0.4265370553266815,0.3133064279896257,,,0.4379326031590186,0.7730837552375358,,,0.25174368297301464,True,False,4,gp_bo,361102,0
5,0.8607179602068749,865,-1,68.70860111754473,7959,0.9139139498055167,0.5188859772156924,598,0.26533760879265916,0.736327579359308,,,0.2713676918921058,0.7730837552375358,,,0.25174368297301464,True,False,4,gp_bo,361102,0
6,0.19984881882904612,122,-1,25.010482453700337,7367,0.8756097946250994,0.5063359057902214,217,0.3937719516455504,0.41745496375453084,,,0.4033578753205978,0.7730837552375358,,,0.25174368297301464,True,False,4,gp_bo,361102,0
7,0.939933007998308,507,-1,2.028809651015096,9689,0.5482951379500457,0.9088447498815281,318,0.2540818750577454,0.7707467592067531,,,0.2530367084262529,0.7730837552375358,,,0.25174368297301464,True,False,4,gp_bo,361102,0
8,0.9613234675020033,582,-1,47.81181619503299,7301,0.5752913525442946,0.502497513941042,186,0.2629466894680462,0.7446047920207931,,,0.2670743375220293,0.7730837552375358,,,0.25174368297301464,True,False,4,gp_bo,361102,0
9,0.6519836329823774,903,-1,79.26797992947724,4691,0.724483522192134,0.7646116638765215,350,0.2767651594786737,0.7142866484292283,,,0.2824821795947788,0.7730837552375358,,,0.25174368297301464,True,False,4,gp_bo,361102,0
10,0.8057841384644205,1,-1,0.0,10000,1.0,1.0,1024,0.22734451759434943,0.8384449171262787,,,0.21241544950293342,0.8384449171262787,,,0.21241544950293342,True,False,4,gp_bo,361102,0
11,0.7641473668260307,1,-1,6.082994942559019,916,0.5328648282624443,0.8438180098045212,680,0.23548393414103194,0.8104758458828759,,,0.23006898216373697,0.8384449171262787,,,0.21241544950293342,True,False,4,gp_bo,361102,0
12,0.8701988608837748,14,-1,89.64477731376954,7729,0.8707330422770447,0.9372044134154262,231,0.23690979018796962,0.7946094850724226,,,0.23950576941353596,0.8384449171262787,,,0.21241544950293342,True,False,4,gp_bo,361102,0
13,0.8870196882610852,35,-1,7.891882027145071,6102,0.6725564294454163,0.5696289714513173,996,0.23472758778004008,0.8136426442218376,,,0.22813874990091537,0.8384449171262787,,,0.21241544950293342,True,False,4,gp_bo,361102,0
14,0.9990199914508121,6,-1,92.61451420239298,5950,0.5876373304971989,0.9701131446648164,937,0.24046279749147098,0.7923152852428825,,,0.2408396874075707,0.8384449171262787,,,0.21241544950293342,True,False,4,gp_bo,361102,0
15,0.9907032511966428,28,-1,2.037373265684828,7114,0.942577998779973,0.897804458128152,170,0.23789624518270674,0.8013048395919486,,,0.23556970184279752,0.8384449171262787,,,0.21241544950293342,True,False,4,gp_bo,361102,0
16,0.6472155992721349,31,-1,92.94196558137887,2174,0.9872496241357792,0.8010492157019569,803,0.26172875812673935,0.7470794091637292,,,0.265777297761299,0.8384449171262787,,,0.21241544950293342,True,False,4,gp_bo,361102,0
17,0.671632951923708,87,-1,1.2954740572929229,8191,0.8774465252263234,0.7284389483575124,6,0.28971552523754895,0.6692545514463064,,,0.3039294092366433,0.8384449171262787,,,0.21241544950293342,True,False,4,gp_bo,361102,0
18,0.7314607979422147,849,-1,51.99799910656444,858,0.6891462997094115,0.7993717536047855,1018,0.26825028384148614,0.7305146296077475,,,0.27434268478255036,0.8384449171262787,,,0.21241544950293342,True,False,4,gp_bo,361102,0
19,0.4600516625169599,956,-1,53.59168420671092,6036,0.5161295913666543,0.6236907397384681,33,0.3147835049968167,0.6283990860537775,,,0.32215447941579417,0.8384449171262787,,,0.21241544950293342,True,False,4,gp_bo,361102,0
20,0.8505334328495537,1,-1,67.54967471837543,10000,1.0,1.0,715,0.22164649486070406,0.821004283214803,,,0.22358728741255085,0.8384449171262787,,,0.21241544950293342,True,False,4,gp_bo,361102,0
21,0.9203795105225682,11,-1,57.32250320852933,481,0.7813670781960114,0.6206927500647081,496,0.23940425572268917,0.7984247984027248,,,0.23727082431725413,0.8384449171262787,,,0.21241544950293342,True,False,4,gp_bo,361102,0
22,0.4203646895169626,15,-1,47.92732916916479,6918,0.974183454108738,0.7105858927102462,998,0.30306044912474767,0.6550173302423015,,,0.3104019401020964,0.8384449171262787,,,0.21241544950293342,True,False,4,gp_bo,361102,0
23,0.9975116545125573,942,-1,68.2981494956556,3485,0.9189767042725132,0.5346878877357176,978,0.2698037284460351,0.7292187454612673,,,0.27500151454358107,0.8384449171262787,,,0.21241544950293342,True,False,4,gp_bo,361102,0
24,0.48327967784059944,997,-1,99.6741577882777,6761,0.6096874389437505,0.6720970551574175,987,0.31397926092516104,0.634714716978756,,,0.31940512131736903,0.8384449171262787,,,0.21241544950293342,True,False,4,gp_bo,361102,0
25,1.0,1000,-1,76.80506636072671,4287,0.9021242248837906,1.0,2,0.34794572790352823,0.5356341465201981,,,0.36012720147114713,0.8384449171262787,,,0.21241544950293342,True,False,4,gp_bo,361102,0
26,0.8611904622608696,218,-1,0.0,1658,0.9239836877245579,1.0,807,0.2293404613212424,0.8249733583754155,,,0.22109446356149376,0.8384449171262787,,,0.21241544950293342,True,False,4,gp_bo,361102,0
27,0.8795836254325808,1,-1,0.0,255,0.5,1.0,678,0.2234640943096565,0.8317355221549412,,,0.21678139603521657,0.8384449171262787,,,0.21241544950293342,True,False,4,gp_bo,361102,0
28,0.851374521238448,1,-1,100.0,10000,0.5,1.0,823,0.2276031222761475,0.8143852381438443,,,0.22768375429459647,0.8384449171262787,,,0.21241544950293342,True,False,4,gp_bo,361102,0
29,0.8841290588356375,1,-1,0.0,10000,0.5,1.0,589,0.22831554607106389,0.8365936240596928,,,0.21362903897013955,0.8384449171262787,,,0.21241544950293342,True,False,4,gp_bo,361102,0
30,1.0,413,-1,0.0,10000,1.0,0.5,1024,0.25669030028777684,0.7456060775209834,,,0.2665502864174817,0.8384449171262787,,,0.21241544950293342,True,False,4,gp_bo,361102,0
31,0.8535994038023162,1,-1,0.0,255,0.8683054130447976,1.0,1024,0.22990591435261004,0.8276514581025003,,,0.21939644916848877,0.8384449171262787,,,0.21241544950293342,True,False,4,gp_bo,361102,0
32,0.8642630919304313,1,-1,0.0,255,1.0,1.0,733,0.22412966189359743,0.8334382864417252,,,0.21568173961216608,0.8384449171262787,,,0.21241544950293342,True,False,4,gp_bo,361102,0
33,0.7980784378865137,361,-1,22.80562228803867,9471,0.6600259372669401,0.9860839706645872,368,0.23468785048349322,0.810945875804623,,,0.22978351344009113,0.8384449171262787,,,0.21241544950293342,True,False,4,gp_bo,361102,0
34,0.7262304266429839,347,-1,10.624620514733762,6892,0.9443499589974794,1.0,1024,0.23178149540795043,0.811429685959588,,,0.22948930453579236,0.8384449171262787,,,0.21241544950293342,True,False,4,gp_bo,361102,0
35,0.8117404634675572,133,-1,0.0,6262,1.0,1.0,713,0.2183554028087986,0.836347374814651,,,0.21378994513188082,0.8384449171262787,,,0.21241544950293342,True,False,4,gp_bo,361102,0
36,0.5486475846206796,458,-1,22.26401706940839,4579,0.8983613333537399,1.0,506,0.26432439616198833,0.7523136292567076,,,0.2630127744094472,0.8384449171262787,,,0.21241544950293342,True,False,4,gp_bo,361102,0
37,0.9994059848606738,26,-1,89.88823817916712,7662,0.597677430401575,0.5741905949519863,45,0.253291297088787,0.7662705821517106,,,0.25549504169658077,0.8384449171262787,,,0.21241544950293342,True,False,4,gp_bo,361102,0
38,0.8070171177427415,148,-1,0.0,10000,1.0,1.0,703,0.22186200552040666,0.8329418495900159,,,0.21600291996607748,0.8384449171262787,,,0.21241544950293342,True,False,4,gp_bo,361102,0
39,0.8412247510614709,479,-1,34.93629421002072,3451,0.6466139974777513,0.5029713947948916,954,0.252219100200841,0.7706164961549913,,,0.2531085866968866,0.8384449171262787,,,0.21241544950293342,True,False,4,gp_bo,361102,0
40,0.9973840936578798,36,-1,6.30110994959462,399,0.8644216839804129,0.5282012087420225,727,0.24432031871160417,0.796790403049259,,,0.2382307921852158,0.8384449171262787,,,0.21241544950293342,True,False,4,gp_bo,361102,0
41,0.8650582661282853,1,-1,0.0,5406,1.0,1.0,705,0.2277391844025831,0.8385091250979384,,,0.21237323442580283,0.8385091250979384,,,0.21237323442580283,True,False,4,gp_bo,361102,0
42,0.8048061564083384,149,-1,100.0,255,0.5,1.0,727,0.2402868960933457,0.8021870326021457,,,0.23504616334328093,0.8385091250979384,,,0.21237323442580283,True,False,4,gp_bo,361102,0
43,0.8662490931105441,1,-1,0.0,10000,1.0,1.0,704,0.22815092840967832,0.8391145955450436,,,0.21197473987028748,0.8391145955450436,,,0.21197473987028748,True,False,4,gp_bo,361102,0
44,0.9187792931740484,549,-1,69.42357892124285,7085,0.5298805274190606,0.9801823294878373,1012,0.2502894529074993,0.79125363940212,,,0.24145446671321813,0.8391145955450436,,,0.21197473987028748,True,False,4,gp_bo,361102,0
45,0.8683290262112582,79,-1,7.112973372776311,9806,0.8030883465200773,0.5813578558407544,393,0.23457555597142532,0.8081017782652414,,,0.23150547311214187,0.8391145955450436,,,0.21197473987028748,True,False,4,gp_bo,361102,0
46,0.854237021223024,1,-1,0.0,10000,1.0,1.0,740,0.23060695049568877,0.8342595124686782,,,0.2151493774045512,0.8391145955450436,,,0.21197473987028748,True,False,4,gp_bo,361102,0
47,0.8549445453949495,152,-1,0.0,10000,1.0,1.0,650,0.22248645758318605,0.833906038755476,,,0.21537867908569913,0.8391145955450436,,,0.21197473987028748,True,False,4,gp_bo,361102,0
48,0.879379876116046,200,-1,10.1534345643466,929,0.9301126235748991,0.9939361971764307,37,0.22495169507003016,0.822699087557357,,,0.2225262621376918,0.8391145955450436,,,0.21197473987028748,True,False,4,gp_bo,361102,0
49,0.9412992269540972,204,-1,100.0,10000,1.0,0.5,1024,0.25321858065942465,0.7628291356382779,,,0.2573691308114396,0.8391145955450436,,,0.21197473987028748,True,False,4,gp_bo,361102,0
50,0.8434556120782225,484,-1,0.3315339597486201,4460,0.8736656504508191,0.5531091222638285,13,0.25948919798783227,0.7472401059958655,,,0.2656928515802709,0.8391145955450436,,,0.21197473987028748,True,False,4,gp_bo,361102,0
51,0.9840136992356515,225,-1,77.6721631550224,2210,0.6775502880876058,0.9493151528347108,72,0.24455171977104886,0.7825872283465497,,,0.24641566549530433,0.8391145955450436,,,0.21197473987028748,True,False,4,gp_bo,361102,0
52,0.851599607407841,118,-1,27.672211963399008,255,0.5,1.0,539,0.22207236602968589,0.8259615191276504,,,0.22046945553216254,0.8391145955450436,,,0.21197473987028748,True,False,4,gp_bo,361102,0
53,0.7900547956913826,111,-1,44.95343130624768,10000,0.5,1.0,1024,0.224577327197811,0.8211197434897829,,,0.22351516385975115,0.8391145955450436,,,0.21197473987028748,True,False,4,gp_bo,361102,0
54,0.6338799063529664,1000,-1,0.0,10000,0.6976815855638374,1.0,1024,0.2706303583261399,0.7460005519870256,,,0.26634354390959636,0.8391145955450436,,,0.21197473987028748,True,False,4,gp_bo,361102,0
55,0.8697586819408114,109,-1,0.0,255,1.0,1.0,325,0.22037182248965942,0.8516248175677998,,,0.20356655199712353,0.8516248175677998,,,0.20356655199712353,True,False,4,gp_bo,361102,0
56,0.637275282182167,1,-1,0.0,10000,1.0,1.0,1024,0.22030225117841248,0.8362779765536401,,,0.2138352700321965,0.8516248175677998,,,0.20356655199712353,True,False,4,gp_bo,361102,0
57,0.8939906801598634,130,-1,0.0,255,1.0,1.0,334,0.22528007257839883,0.8387771508024389,,,0.21219692377198401,0.8516248175677998,,,0.20356655199712353,True,False,4,gp_bo,361102,0
58,0.6895707776533554,89,-1,0.0,7732,1.0,1.0,1024,0.21672460374208408,0.8375504818345919,,,0.21300264746767275,0.8516248175677998,,,0.20356655199712353,True,False,4,gp_bo,361102,0
59,0.666944953076768,135,-1,0.0,10000,0.5,1.0,1024,0.2210406280001552,0.8265425648369112,,,0.220101117649194,0.8516248175677998,,,0.20356655199712353,True,False,4,gp_bo,361102,0
60,0.6997266521930763,1,-1,0.0,10000,0.5,1.0,1024,0.22186201780773404,0.8399495440986746,,,0.21142398068257193,0.8516248175677998,,,0.20356655199712353,True,False,4,gp_bo,361102,0
61,0.8415116994184774,969,-1,0.3320604299026809,1609,0.8787263155020211,0.5733187726527827,1018,0.26339160109537885,0.733759402135245,,,0.27268605414681607,0.8516248175677998,,,0.20356655199712353,True,False,4,gp_bo,361102,0
62,0.6649274368339084,56,-1,0.0,255,1.0,1.0,1024,0.2116931826572346,0.8438476119991067,,,0.20883346900435137,0.8516248175677998,,,0.20356655199712353,True,False,4,gp_bo,361102,0
63,0.6221025115594574,1,-1,0.0,255,1.0,1.0,1024,0.22105806752994162,0.8312638016153724,,,0.21708505093734845,0.8516248175677998,,,0.20356655199712353,True,False,4,gp_bo,361102,0
64,0.6956131639615247,76,-1,0.0,255,1.0,1.0,1024,0.21061289393076926,0.839601884595083,,,0.21165348232062067,0.8516248175677998,,,0.20356655199712353,True,False,4,gp_bo,361102,0
65,0.7222727616794694,984,-1,9.12730823709498,1735,0.5425816192037658,0.9296440325609145,36,0.26428613009699103,0.7553967211520758,,,0.26137071435520237,0.8516248175677998,,,0.20356655199712353,True,False,4,gp_bo,361102,0
66,0.6987629969248544,110,-1,0.0,255,1.0,1.0,1024,0.2165704342763163,0.8407815090396622,,,0.21087375881820034,0.8516248175677998,,,0.20356655199712353,True,False,4,gp_bo,361102,0
67,0.6904249144769796,98,-1,0.0,255,1.0,1.0,1024,0.2163415613444584,0.8395423119974226,,,0.21169278321014331,0.8516248175677998,,,0.20356655199712353,True,False,4,gp_bo,361102,0
68,0.6919146854389625,87,-1,0.0,255,1.0,1.0,1024,0.2138621055648776,0.8355967969813953,,,0.21427964831773022,0.8516248175677998,,,0.20356655199712353,True,False,4,gp_bo,361102,0
69,0.6709716926906357,111,-1,0.0,255,1.0,1.0,1024,0.21815519372886416,0.837439639413124,,,0.21307530297173827,0.8516248175677998,,,0.20356655199712353,True,False,4,gp_bo,361102,0
70,0.697383494433753,28,-1,0.0,255,1.0,1.0,1024,0.2036612956327926,0.8574496288480734,,,0.19953080920966154,0.8574496288480734,,,0.19953080920966154,True,False,4,gp_bo,361102,0
71,0.7078723945260029,1,-1,0.0,255,1.0,1.0,1024,0.21714102823556522,0.8386653194560425,,,0.2122705056313132,0.8574496288480734,,,0.19953080920966154,True,False,4,gp_bo,361102,0
72,0.7035881406345635,1,-1,0.0,255,1.0,1.0,1024,0.21709016501569237,0.8399651852152098,,,0.21141364960323086,0.8574496288480734,,,0.19953080920966154,True,False,4,gp_bo,361102,0
73,0.703531870103743,1,-1,0.0,255,1.0,1.0,1024,0.2168690598517494,0.8399648841956251,,,0.21141384843377645,0.8574496288480734,,,0.19953080920966154,True,False,4,gp_bo,361102,0
74,0.7067174649720319,56,-1,0.0,255,1.0,1.0,1024,0.20881305031417197,0.8468647460624329,,,0.20680611644160718,0.8574496288480734,,,0.19953080920966154,True,False,4,gp_bo,361102,0
75,0.7011715183417342,1,-1,0.0,255,1.0,1.0,1024,0.21733006257911192,0.8397948714825438,,,0.211526115984721,0.8574496288480734,,,0.19953080920966154,True,False,4,gp_bo,361102,0
76,0.7125316847457458,90,-1,0.0,255,1.0,1.0,1024,0.2148411889883539,0.8432896357636184,,,0.20920624654110978,0.8574496288480734,,,0.19953080920966154,True,False,4,gp_bo,361102,0
77,0.7051995779303905,78,-1,0.0,255,0.5,1.0,1024,0.21111541639210926,0.8376918584469195,,,0.2129099412912404,0.8574496288480734,,,0.19953080920966154,True,False,4,gp_bo,361102,0
78,0.446486401933923,5,-1,93.23607647002127,6831,0.9115467467225424,0.9123209741653029,15,0.3086353800778956,0.6420692006659287,,,0.31617339514534337,0.8574496288480734,,,0.19953080920966154,True,False,4,gp_bo,361102,0
79,0.7101475318753692,88,-1,0.0,255,0.5,1.0,1024,0.21335891519764608,0.8406465221928681,,,0.21096313019994212,0.8574496288480734,,,0.19953080920966154,True,False,4,gp_bo,361102,0
80,0.7123424536669147,99,-1,0.0,255,0.5,1.0,1024,0.2155344149393417,0.8422259113797694,,,0.20991507465690193,0.8574496288480734,,,0.19953080920966154,True,False,4,gp_bo,361102,0
81,0.7025826596845114,79,-1,0.0,255,0.5,1.0,1024,0.21118959535272838,0.8370386942033552,,,0.2133379097618954,0.8574496288480734,,,0.19953080920966154,True,False,4,gp_bo,361102,0
82,0.6993879672058214,79,-1,0.0,255,0.5007682988752388,1.0,1024,0.2113124710184743,0.8370888851415366,,,0.21330505394258312,0.8574496288480734,,,0.19953080920966154,True,False,4,gp_bo,361102,0
83,0.7017241444796625,84,-1,0.0,255,0.5,1.0,1024,0.2120949628040139,0.8378452122554645,,,0.21280933553597003,0.8574496288480734,,,0.19953080920966154,True,False,4,gp_bo,361102,0
84,0.7157009424820203,98,-1,0.0,255,1.0,1.0,1024,0.2178930377364693,0.8424785040660273,,,0.20974697274543327,0.8574496288480734,,,0.19953080920966154,True,False,4,gp_bo,361102,0
85,0.6939643968498327,69,-1,0.0,255,0.5,1.0,1024,0.21071715022886223,0.8438219182845095,,,0.20885064929507885,0.8574496288480734,,,0.19953080920966154,True,False,4,gp_bo,361102,0
86,0.6825733398320349,56,-1,0.0,255,0.5,1.0,1024,0.2109347818909084,0.8457753315390506,,,0.20754042909796266,0.8574496288480734,,,0.19953080920966154,True,False,4,gp_bo,361102,0
87,0.6799027664844955,53,-1,0.0,255,0.5,1.0,1024,0.20996776945894755,0.8443806207157959,,,0.20847674949044798,0.8574496288480734,,,0.19953080920966154,True,False,4,gp_bo,361102,0
88,0.678247814889803,73,-1,0.0,255,0.5471962023704608,1.0,1024,0.210863386948342,0.8393548089525431,,,0.2118164340393931,0.8574496288480734,,,0.19953080920966154,True,False,4,gp_bo,361102,0
89,0.67412720204516,58,-1,0.0,255,0.5,1.0,1024,0.21116805528686589,0.8422827127815232,,,0.20987728472589615,0.8574496288480734,,,0.19953080920966154,True,False,4,gp_bo,361102,0
90,0.6749356412565192,43,-1,0.0,255,0.5,1.0,1024,0.20841027301057852,0.8507725736238719,,,0.20415034218580416,0.8574496288480734,,,0.19953080920966154,True,False,4,gp_bo,361102,0
91,0.6748062732385598,1,-1,0.0,255,0.597564460866941,1.0,1024,0.2195446523466303,0.8391974234657421,,,0.21192016783704895,0.8574496288480734,,,0.19953080920966154,True,False,4,gp_bo,361102,0
92,0.001,717,-1,0.0,1820,0.6231338542383112,1.0,1024,0.5149532135290816,0.002732909476967582,,,0.5277539974276964,0.8574496288480734,,,0.19953080920966154,True,False,4,gp_bo,361102,0
93,0.6719894956940651,97,-1,0.0,255,0.5,1.0,1024,0.21775135339666102,0.8376176923910545,,,0.2129585799084648,0.8574496288480734,,,0.19953080920966154,True,False,4,gp_bo,361102,0
94,1.0,731,-1,0.0,256,0.5,0.5,1024,0.27084373864056965,0.7288313340841917,,,0.27519816891718824,0.8574496288480734,,,0.19953080920966154,True,False,4,gp_bo,361102,0
95,0.5638100088138546,266,-1,0.0,255,0.6507746882531908,1.0,1024,0.2436748130409971,0.7889383056209058,,,0.2427898337936395,0.8574496288480734,,,0.19953080920966154,True,False,4,gp_bo,361102,0
96,0.7391469853163678,50,-1,0.0,255,0.990299905800123,1.0,1024,0.20780817466302645,0.8569988748111439,,,0.1998460252649892,0.8574496288480734,,,0.19953080920966154,True,False,4,gp_bo,361102,0
97,0.731243233313033,45,-1,0.0,255,0.9852277967252077,1.0,1024,0.20458506531475035,0.8498426286991829,,,0.20478545908747123,0.8574496288480734,,,0.19953080920966154,True,False,4,gp_bo,361102,0
98,0.7616608223657777,51,-1,0.0,255,0.5176206883609186,1.0,1024,0.20323806436368125,0.8556429239854013,,,0.20079126972413827,0.8574496288480734,,,0.19953080920966154,True,False,4,gp_bo,361102,0
99,0.8383832103835177,63,-1,0.0,255,0.5419374259165829,1.0,878,0.20827656365846614,0.8564694726416033,,,0.2002156069061256,0.8574496288480734,,,0.19953080920966154,True,False,4,gp_bo,361102,0
100,0.7144596452268737,676,-1,0.0,5819,0.9936230204339902,1.0,2,0.35518144721918776,0.5140950610528388,,,0.3683845811590814,0.8574496288480734,,,0.19953080920966154,True,False,4,gp_bo,361102,0
101,1.0,442,-1,100.0,255,0.5,1.0,2,0.34766152638766384,0.5371274846740491,,,0.3595476748444334,0.8574496288480734,,,0.19953080920966154,True,False,4,gp_bo,361102,0
102,0.6435991343845278,320,-1,0.0,255,0.5190109785825385,1.0,2,0.3623368239899822,0.4948679599120722,,,0.3756023024360447,0.8574496288480734,,,0.19953080920966154,True,False,4,gp_bo,361102,0
103,1.0,318,-1,0.0,2392,0.5502234911780867,1.0,1024,0.2516399268867501,0.8071636966525932,,,0.2320706327728744,0.8574496288480734,,,0.19953080920966154,True,False,4,gp_bo,361102,0
104,1.0,611,-1,0.0,10000,1.0,1.0,1024,0.26068809706810586,0.7843573605540466,,,0.24541048126590484,0.8574496288480734,,,0.19953080920966154,True,False,4,gp_bo,361102,0
105,1.0,857,-1,0.0,255,0.5,1.0,1024,0.26549898972020364,0.753043520090892,,,0.2626249608855794,0.8574496288480734,,,0.19953080920966154,True,False,4,gp_bo,361102,0
106,0.7844273301014777,410,-1,0.0,5048,0.9382447858274278,1.0,745,0.2363148576182695,0.8111429205147453,,,0.22966373443506902,0.8574496288480734,,,0.19953080920966154,True,False,4,gp_bo,361102,0
107,0.6817220911072025,539,-1,0.0,10000,0.5779980918366225,1.0,595,0.25099421285624757,0.792545282227359,,,0.24070629351226885,0.8574496288480734,,,0.19953080920966154,True,False,4,gp_bo,361102,0
108,0.7381684242011031,485,-1,100.0,10000,0.9618905899364018,0.5,476,0.26266226754043287,0.747226054255547,,,0.26570023684026717,0.8574496288480734,,,0.19953080920966154,True,False,4,gp_bo,361102,0
109,0.8300813441964204,352,-1,100.0,10000,1.0,0.5,1024,0.25695928583312794,0.7565765705405432,,,0.2607395886285639,0.8574496288480734,,,0.19953080920966154,True,False,4,gp_bo,361102,0
110,0.921400569808295,296,-1,0.0,10000,0.5213972535885082,0.5,351,0.24576718309130005,0.7746249764893731,,,0.2508873014130489,0.8574496288480734,,,0.19953080920966154,True,False,4,gp_bo,361102,0
111,1.0,145,-1,0.0,255,0.7926082731583837,1.0,2,0.3487457253954633,0.5353494782442891,,,0.3602375682027185,0.8574496288480734,,,0.19953080920966154,True,False,4,gp_bo,361102,0
112,0.7768986156957098,210,-1,0.0,1502,0.9847032469060709,1.0,305,0.22412964000621197,0.8274998312068365,,,0.2194929370432067,0.8574496288480734,,,0.19953080920966154,True,False,4,gp_bo,361102,0
113,0.8745403266266991,255,-1,100.0,255,0.9930172745851347,1.0,2,0.34723678695631116,0.5369495724517112,,,0.359616767065472,0.8574496288480734,,,0.19953080920966154,True,False,4,gp_bo,361102,0
114,1.0,220,-1,0.0,255,0.771768689115177,0.5,384,0.24833010009136233,0.7789454185065381,,,0.24847090845219733,0.8574496288480734,,,0.19953080920966154,True,False,4,gp_bo,361102,0
115,0.4815680424506132,557,-1,100.0,3496,0.6814692804645129,1.0,1024,0.29324306402834777,0.6874733994205171,,,0.2954399911919211,0.8574496288480734,,,0.19953080920966154,True,False,4,gp_bo,361102,0
116,0.8404658043923415,349,-1,0.0,2817,0.6011812683613547,0.5,1024,0.24642587296812582,0.7822369204678388,,,0.24661410509229068,0.8574496288480734,,,0.19953080920966154,True,False,4,gp_bo,361102,0
117,1.0,826,-1,0.0,4259,0.7187329805403178,1.0,2,0.34881117571264797,0.534205958023503,,,0.36068057406069326,0.8574496288480734,,,0.19953080920966154,True,False,4,gp_bo,361102,0
118,1.0,352,-1,0.0,5572,0.7749684674020948,1.0,531,0.25147928032443034,0.8020383562091946,,,0.23513447719940178,0.8574496288480734,,,0.19953080920966154,True,False,4,gp_bo,361102,0
119,1.0,724,-1,100.0,5825,0.5,1.0,1024,0.260162852402972,0.7691921117680992,,,0.25389322457383906,0.8574496288480734,,,0.19953080920966154,True,False,4,gp_bo,361102,0
120,0.5856256637965398,539,-1,0.0,10000,0.6734253604761271,1.0,2,0.36999605267048197,0.47319549213540923,,,0.38357520776226817,0.8574496288480734,,,0.19953080920966154,True,False,4,gp_bo,361102,0
121,0.7659940930539452,640,-1,100.0,1785,0.5,0.5,1024,0.26458408228237945,0.740949551595738,,,0.26897874433415925,0.8574496288480734,,,0.19953080920966154,True,False,4,gp_bo,361102,0
122,0.6613059187421534,200,-1,100.0,2413,0.9486189840694396,1.0,1024,0.2519522068828829,0.7702999114140074,,,0.2532831909862544,0.8574496288480734,,,0.19953080920966154,True,False,4,gp_bo,361102,0
123,0.6769049657417969,360,-1,0.0,9330,0.6451022580724304,0.5,630,0.25080820865064535,0.7762758436365493,,,0.2499667405284478,0.8574496288480734,,,0.19953080920966154,True,False,4,gp_bo,361102,0
124,0.5714876700021235,383,-1,100.0,3578,0.5,1.0,1024,0.26612461026759743,0.7385398650910668,,,0.27022686828343373,0.8574496288480734,,,0.19953080920966154,True,False,4,gp_bo,361102,0
125,0.8960458008085987,203,-1,40.40831107472043,4740,0.7106178194988771,1.0,367,0.2321260625343821,0.8187248774053852,,,0.22500641047553183,0.8574496288480734,,,0.19953080920966154,True,False,4,gp_bo,361102,0
126,1.0,653,-1,100.0,9345,0.9887348720988873,0.5,571,0.2692537366418682,0.7406694309742232,,,0.2691241332647406,0.8574496288480734,,,0.19953080920966154,True,False,4,gp_bo,361102,0
127,0.7665750500645991,561,-1,0.0,1816,0.8940266605315565,0.5,1024,0.2539613306226553,0.763936339977193,,,0.2567676792513901,0.8574496288480734,,,0.19953080920966154,True,False,4,gp_bo,361102,0
128,0.7370638619826572,156,-1,0.0,6498,0.8455561781003764,1.0,297,0.22050797919187504,0.8324974248164472,,,0.21629004540147137,0.8574496288480734,,,0.19953080920966154,True,False,4,gp_bo,361102,0
129,0.6938758324129334,1,-1,0.0,10000,0.9577950810476628,0.5,115,0.23228631873432817,0.8166337427931971,,,0.22630049186064347,0.8574496288480734,,,0.19953080920966154,True,False,4,gp_bo,361102,0
130,1.0,1,-1,100.0,255,0.9568355650464802,1.0,254,0.22019981943278877,0.8187256372809508,,,0.22500593888006368,0.8574496288480734,,,0.19953080920966154,True,False,4,gp_bo,361102,0
131,0.001,1,-1,0.0,10000,1.0,0.5,2,0.515344123444206,0.0012063347275653724,,,0.5281577748378191,0.8574496288480734,,,0.19953080920966154,True,False,4,gp_bo,361102,0
